Result,Result Count,Machine,Materials
COLORED_ENDER_CHEST_BIG_1_14_7,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_8,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_8,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_9,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_9,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_10,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_10,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_11,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_11,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_12,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_12,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_13,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_13,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_14,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_14,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_14_15,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_14_15,1,ancient_altar,"{'Orange Wool': 1, 'Red Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_14_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_0,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_0,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_1,1,ancient_altar,"{'Orange Wool': 2, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_1,1,ancient_altar,"{'Orange Wool': 2, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_2,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_2,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_3,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_3,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_4,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_4,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_5,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_5,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_6,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_6,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_7,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_7,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_8,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_8,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_9,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_9,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_10,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_10,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_11,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_11,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_12,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_12,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_13,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_13,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_14,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Red Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_14,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 1, 'Red Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_1_15_15,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_1_15_15,1,ancient_altar,"{'Orange Wool': 1, 'Black Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_1_15_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_0,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_0,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_1,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_1,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_2,1,ancient_altar,"{'Magenta Wool': 2, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_2,1,ancient_altar,"{'Magenta Wool': 2, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_3,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_3,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_4,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_4,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_5,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_5,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_6,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_6,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_7,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_7,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_8,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_8,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_9,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_9,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_10,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_10,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_11,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_11,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_12,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_12,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_13,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_13,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_14,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Red Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_14,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Red Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_0_15,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_0_15,1,ancient_altar,"{'Magenta Wool': 1, 'White Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_0_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_0,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_0,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_1,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_1,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_2,1,ancient_altar,"{'Magenta Wool': 2, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_2,1,ancient_altar,"{'Magenta Wool': 2, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_3,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_3,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_4,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_4,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_5,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_5,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_6,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_6,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_7,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_7,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_8,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_8,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_2_1_9,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_2_1_9,1,ancient_altar,"{'Magenta Wool': 1, 'Orange Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_2_1_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
